མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,པར་གྲངས།,,,,,
,,123,2,《པེ་》《སྣར་》,དང་།,,,,,,
,,124,3,《པེ་》《སྣར་》,mཔ།,,,,,,
,,125,4,《པེ་》《སྣར་》,བསྒྲུབ།,,,,,,
,,126,5,《པེ་》《སྣར་》,mཔ།,,,,,,
,,127,6,《པེ་》《སྣར་》,mཔའོ།,,,,,,
,1200,128,1,《པེ་》《སྣར་》,པ།,,,,,,
,,129,2,《པེ་》,ན།,,,,,,
,,130,3,《པེ་》《སྣར་》,མཁའ།,,,,,,
,,131,4,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,132,5,《པེ་》《སྣར་》,པ་ནི།,,,,,,
,,133,6,《སྣར་》,གསུངས།,,,,,,
,,134,7,《པེ་》《སྣར་》,གཟུགས།,,,,,,
,,135,8,《པེ་》《སྣར་》,mཔ།,,,,,,
,,136,9,《པེ་》《སྣར་》,གྱི།,,,,,,
,,137,10,《པེ་》《སྣར་》,སྣང་བྱེད་ཅིང་ཞེས།,,,,,,
,,138,11,《པེ་》《སྣར་》,པོར།,,,,,,
,1201,139,1,《སྣར་》,pཔ།,,,,,,
,,140,2,《པེ་》《སྣར་》,པ།,,,,,,
,,141,3,《པེ་》,ཞེས།,,,,,,
,,142,4,《པེ་》《སྣར་》,mཅིག,,,,,,
,1202,143,1,《པེ་》《སྣར་》,ལྟ།,,,,,,
,,144,2,《པེ་》《སྣར་》,སྒྲུབ།,,,,,,
,,145,3,《པེ་》《སྣར་》,mདེ།,,,,,,
,,146,4,《པེ་》《སྣར་》,mདང་།,,,,,,
,,147,5,《པེ་》《སྣར་》,mཞིང་།,,,,,,
,,148,6,《པེ་》《སྣར་》,ལྟ།,,,,,,
,,149,7,《པེ་》《སྣར་》,དུ།,,,,,,
,1203,150,1,《པེ་》《སྣར་》,གྱི།,,,,,,
,,151,2,《པེ་》《སྣར་》,mདུ།,,,,,,
,,152,3,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,153,4,《པེ་》《སྣར་》,གིས།,,,,,,
,,154,5,《པེ་》《སྣར་》,རྟོགས།,,,,,,
,,155,6,《པེ་》《སྣར་》,པར།,,,,,,
,,156,7,《པེ་》《སྣར་》,mམ།,,,,,,
,,157,8,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,158,9,《པེ་》《སྣར་》,དང་།,,,,,,
,,159,10,《པེ་》《སྣར་》,འདི།,,,,,,
,,160,11,《པེ་》《སྣར་》,ཕྱིས།,,,,,,
,1204,161,1,《པེ་》《སྣར་》,ལྟ་བ།,,,,,,
,,162,2,《པེ་》《སྣར་》,སྟོང་།,,,,,,
,,163,3,《པེ་》《སྣར་》,ལ།,,,,,,
,,164,4,《པེ་》《སྣར་》,pལ།,,,,,,
,,165,5,《པེ་》《སྣར་》,པ།,,,,,,
,1205,166,1,《པེ་》《སྣར་》,གྱི།,,,,,,
,,167,2,《པེ་》《སྣར་》,པ།,,,,,,
,,168,3,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,169,4,《པེ་》《སྣར་》,པ་ཡིན།,,,,,,
,,170,5,《པེ་》《སྣར་》,གསུངས།,,,,,,
,,171,6,《པེ་》《སྣར་》,པ་གཅིག་གི་ཚིག་གིས།,,,,,,
,,172,7,《པེ་》《སྣར་》,ཏེའི་སྒྲ་ཚིག་གིས་བསྐོང་།,,,,,,
,,173,8,《པེ་》《སྣར་》,མི།,,,,,,
,,174,9,《པེ་》《སྣར་》,བསྐོར།,,,,,,
,,175,10,《པེ་》《སྣར་》,pགང་།,,,,,,
,,176,11,《པེ་》《སྣར་》,འདུལ།,,,,,,
,1206,177,1,《པེ་》《སྣར་》,ཚིགས་གི།,,,,,,
,,178,2,《པེ་》《སྣར་》,གི།,,,,,,
,,179,3,《པེ་》《སྣར་》,པ།,,,,,,
,,180,4,《པེ་》《སྣར་》,རྟོགས།,,,,,,
,,181,5,《པེ་》《སྣར་》,pལ།,,,,,,
,,182,6,《པེ་》《སྣར་》,ནི།,,,,,,
,,183,7,《པེ་》《སྣར་》,གྲགས།,,,,,,
,,184,8,《པེ་》《སྣར་》,གིས།,,,,,,
,,185,9,《པེ་》《སྣར་》,གིས།,,,,,,
,,186,10,《སྣར་》,pསོ།,,,,,,
,,187,11,《པེ་》,mབདག་གིས།,,,,,,
,,188,12,《པེ་》,སྒོ།,,,,,,
,,189,13,《པེ་》《སྣར་》,mཀྱིས།,,,,,,
,1207,190,1,《པེ་》《སྣར་》,དབྱིངས།,,,,,,
,,191,2,《པེ་》《སྣར་》,mདུ།,,,,,,
,,192,3,《པེ་》《སྣར་》,པར།,,,,,,
,,193,4,《པེ་》,ན།,,,,,,
,,194,5,《སྣར་》,mངེ་།,,,,,,
,,195,6,《པེ་》,ནི།,,,,,,
,,196,7,《པེ་》《སྣར་》,བསྒོམས།,,,,,,
,1208,197,1,《སྣར་》,མིན།,,,,,,
,,198,2,《པེ་》《སྣར་》,mགཞན་དང་།,,,,,,
,,199,3,《པེ་》《སྣར་》,mཏུ།,,,,,,
,,200,4,《པེ་》《སྣར་》,མཆིའོ།,,,,,,
,1209,201,1,《པེ་》《སྣར་》,བཞུགས།,,,,,,
,,202,2,《པེ་》《སྣར་》,བལྟམ།,,,,,,
,,203,3,《པེ་》《སྣར་》,དགའ།,,,,,,
,,204,4,《པེ་》《སྣར་》,དེ།,,,,,,
,,205,5,《པེ་》,ཅི།,,,,,,
,,206,6,《པེ་》《སྣར་》,དཔའི།,,,,,,
,,207,7,《པེ་》《སྣར་》,དུ།,,,,,,
,1210,208,1,《པེ་》《སྣར་》,pཀྱང་།,,,,,,
,,209,2,《པེ་》《སྣར་》,ཀྱི་སྟེ།,,,,,,
,,210,3,《པེ་》《སྣར་》,བཅུ།,,,,,,
,1211,211,1,《པེ་》《སྣར་》,mདེས།,,,,,,
,,212,2,《པེ་》《སྣར་》,བསྒྲུབ།,,,,,,
,,213,3,《པེ་》《སྣར་》,mགྱི།,,,,,,
,,214,4,《པེ་》《སྣར་》,སྟོབས།,,,,,,
,,215,5,《པེ་》《སྣར་》,བསྒྲུབ།,,,,,,
,,216,6,《པེ་》《སྣར་》,pཔར།,,,,,,
,1212,217,1,《པེ་》《སྣར་》,ལ་སོགས།,,,,,,
,,218,2,《པེ་》《སྣར་》,བཟད།,,,,,,
,,219,3,《པེ་》《སྣར་》,སྲབས།;《ཅོ་》,སྲེབ།,,,,,
,,220,4,《པེ་》《སྣར་》,གཤགས།,,,,,,
,,221,5,《པེ་》《སྣར་》,mབྱས།,,,,,,
,,222,6,《པེ་》《སྣར་》,བྲལ།,,,,,,
,,223,7,《པེ་》《སྣར་》,བདག,,,,,,
,1213,224,1,《པེ་》《སྣར་》,གྱུར།,,,,,,
,,225,2,《པེ་》《སྣར་》,mསུམ།,,,,,,
,,226,3,《པེ་》《སྣར་》,མི།,,,,,,
,,227,4,《པེ་》《སྣར་》,mདུ།,,,,,,
,1214,228,1,《པེ་》《སྣར་》,པ།,,,,,,
,,229,2,《པེ་》《སྣར་》,ན།,,,,,,
,,230,3,《པེ་》《སྣར་》,པ།,,,,,,
,,231,4,《པེ་》《སྣར་》,ན།,,,,,,
,,232,5,《པེ་》《སྣར་》,mནི།,,,,,,
,,233,6,《པེ་》《སྣར་》,ན།,,,,,,
,,234,7,《པེ་》《སྣར་》,ན།,,,,,,
,,235,8,《པེ་》《སྣར་》,ན།,,,,,,
,,236,9,《པེ་》《སྣར་》,ན།,,,,,,
,,237,10,《པེ་》《སྣར་》,ན།,,,,,,
,,238,11,《པེ་》《སྣར་》,ན།,,,,,,
,,239,12,《པེ་》《སྣར་》,ན།,,,,,,
,1215,240,1,《པེ་》《སྣར་》,པའི།,,,,,,
,,241,2,《པེ་》《སྣར་》,གྱུར་པ།,,,,,,
,,242,3,《པེ་》《སྣར་》,pརྣམས།,,,,,,
,,243,4,《པེ་》《སྣར་》,བཞིན།,,,,,,
,,244,5,《པེ་》《སྣར་》,བསལ་བར་གྱུར་པ།,,,,,,
,,245,6,《པེ་》《སྣར་》,བར།,,,,,,
,1216,246,1,《པེ་》《སྣར་》,གསལ།,,,,,,
,,247,2,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,1217,248,1,《པེ་》《སྣར་》,དེས།,,,,,,
,,249,2,《པེ་》《སྣར་》,ཅིག,,,,,,
,,250,3,《པེ་》《སྣར་》,གྱིས།,,,,,,
,,251,4,《པེ་》《སྣར་》,སྟེང་།,,,,,,
,,252,5,《པེ་》《སྣར་》,pདང་།,,,,,,
,1218,253,1,《པེ་》《སྣར་》,སྐྱེད།,,,,,,
,,254,2,《པེ་》《སྣར་》,བསྔོ་།,,,,,,
,,255,3,《པེ་》《སྣར་》,བྱེད་དེ།,,,,,,
,,256,4,《པེ་》《སྣར་》,རྒྱུད།,,,,,,
,,257,5,《པེ་》《སྣར་》,བསྒོམས།,,,,,,
,,258,6,《པེ་》《སྣར་》,mཔར་བྱེད།,,,,,,
,1219,259,1,《པེ་》《སྣར་》,གྱི།,,,,,,
,,260,2,《པེ་》《སྣར་》,mམི།,,,,,,
,,261,3,《པེ་》《སྣར་》,པ།,,,,,,
,,262,4,《པེ་》《སྣར་》,གིས།,,,,,,
,,263,5,《པེ་》《སྣར་》,mསྙེད་ལ།,,,,,,
,,264,6,《པེ་》《སྣར་》,རྗོད།,,,,,,
,1220,265,1,《པེ་》《སྣར་》,མཁའ།,,,,,,
,,266,2,《པེ་》《སྣར་》,ལ།,,,,,,
,,267,3,《པེ་》,གསུམ།,,,,,,
,,268,4,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,269,5,《པེ་》《སྣར་》,mགི,,,,,,
,1221,270,1,《པེ་》《སྣར་》,བྱའོ།,,,,,,
,,271,2,《པེ་》《སྣར་》,དང་།,,,,,,
,,272,3,《པེ་》《སྣར་》,སློབ།,,,,,,
,,273,4,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,274,5,《པེ་》《སྣར་》,mཔ།,,,,,,
,,275,6,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,276,7,《པེ་》《སྣར་》,pསེམས་དཔའ།,,,,,,
,,277,8,《པེ་》《སྣར་》,mབར།,,,,,,
,,278,9,《པེ་》《སྣར་》,འདྲ།,,,,,,
,1222,279,1,《པེ་》《སྣར་》,གྱིས།,,,,,,
,,280,2,《པེ་》《སྣར་》,བར།,,,,,,
,,281,3,《ཅོ་》,mཔ།,,,,,,
,,282,4,《ཅོ་》,བགྱིའོ།,,,,,,
,1223,283,1,《པེ་》《སྣར་》,pནི།,,,,,,
,,284,2,《པེ་》,mཀྱི།,,,,,,
,1224,285,1,《པེ་》《སྣར་》,བསྐྱེད།,,,,,,
,,286,2,《པེ་》《སྣར་》,པ།,,,,,,
,,287,3,《པེ་》《སྣར་》,སྤངས་པར།,,,,,,
,,288,4,《པེ་》《སྣར་》,སྤངས་པར།,,,,,,
,,289,5,《པེ་》《སྣར་》,pརྙེད་པ་རབ།,,,,,,
,1225,290,1,《པེ་》《སྣར་》,དེ།,,,,,,
,,291,2,《པེ་》《སྣར་》,པོ།,,,,,,
,,292,3,《སྣར་》,བསད།,,,,,,
,,293,4,《པེ་》《སྣར་》,དང་།,,,,,,
,,294,5,《པེ་》《སྣར་》,འཇིག,,,,,,
,,295,6,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,1226,296,1,《ཅོ་》,ན།,,,,,,
,,297,2,《པེ་》《སྣར་》,འཕྲོགས།,,,,,,
,,298,3,《པེ་》《སྣར་》,mདེ།,,,,,,
,,299,4,《པེ་》《སྣར་》,སྒྲུབ།,,,,,,
,1227,300,1,《པེ་》《སྣར་》,mརྫོགས་པར།,,,,,,
,,301,2,《སྣར་》,ཀྱིས།,,,,,,
,,302,3,《པེ་》《སྣར་》,mགང་།,,,,,,
,,303,4,《སྣར་》,ཀྱི།,,,,,,
,,304,5,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,305,6,《སྣར་》,སོམ་ཉིད།;《ཅོ་》,སོས་ཉི།,,,,,
,,306,7,《པེ་》《སྣར་》,བོ།,,,,,,
,,307,8,《པེ་》《སྣར་》,ཇི།,,,,,,
,,308,9,《པེ་》《སྣར་》,ཅིང་།,,,,,,
,1228,309,1,《པེ་》《སྣར་》,གི།,,,,,,
,,310,2,《པེ་》《སྣར་》,པ།,,,,,,
,,311,3,《པེ་》《སྣར་》,སྒྲིབས།,,,,,,
,,312,4,《པེ་》《སྣར་》,གྱིས།,,,,,,
,,313,5,《པེ་》《སྣར་》,ཅིང་།,,,,,,
,1229,314,1,《པེ་》《སྣར་》,བས།,,,,,,
,,315,2,《པེ་》《སྣར་》,ལས།,,,,,,
,,316,3,《པེ་》《སྣར་》,དེའི།,,,,,,
,,317,4,《པེ་》《སྣར་》,པོའི།,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
